gl_txn_id,txn_date,account_code,account_name,department,cost_center,vendor_customer,amount,dr_cr,entity,memo
GL0001689,2024-07-02,5000,cost of service,Marketing,CC100,Barajas Group,6462.68,dr,saas us,Payroll
GL0001690,2024-07-11,6100,sales & marketing,Sales,,"Bradley, Duncan and Smith",19692.73,DR,SaaS HoldCo,Payroll
GL0001691,2024-07-22,6100,Sales and Marketing,,CC300,Stone-Thompson,14224.01,DR,saas us,Google Ads
GL0001692,2024-07-07,6100,sales & marketing,Sales,,Williams Inc,5988.71,DR,SaaS US,Software tools
GL0001693,2024-07-01,6100,Sales and Marketing,Sales,,"Moore, Sullivan and Morton",-9069.23,,SaaS Canada,Software tools
GL0001694,2024-07-25,6100,sales & marketing,Finance,,,20140.89,DR,SaaS Canada,Google Ads
GL0001695,2024-07-14,6200,R&D,Finance,,,6037.0,DR,SaaS HoldCo,AWS hosting
GL0001696,2024-07-22,6300,G&A,Finance,CC100,Gonzalez-Spencer,14575.54,DR,saas us,
GL0001697,2024-07-21,6100,Sales and Marketing,,CC400,"Foster, Wood and Erickson",9451.55,dr,SaaS HoldCo,Software tools
GL0001698,2024-07-24,6100,S&M,,,Gay-Smith,-13553.76,CR,SaaS Canada,AWS hosting
GL0001699,2024-07-16,5000,cost of service,Marketing,CC300,"Bryant, Garza and Baker",20041.2,dr,SaaS HoldCo,Payroll
GL0001700,2024-07-25,6100,Sales and Marketing,Finance,CC200,Archer and Sons,10082.83,DR,saas us,Contractor costs
GL0001701,2024-07-18,6100,Sales and Marketing,,,Morris-Powell,13968.73,DR,saas us,Contractor costs
GL0001702,2024-07-16,6100,S&M,Operations,CC400,"Bryan, Dominguez and Bailey",3162.26,dr,SaaS Canada,
GL0001703,2024-07-27,6100,Sales and Marketing,,,Hensley Ltd,-23315.33,cr,SaaS Canada,
GL0001704,2024-07-09,1010,Cash,,CC100,Alexander Inc,17080.19,dr,saas us,Payroll
GL0001705,2024-07-09,1010,Cash,Marketing,,Kim-Parker,3050.89,DR,SaaS HoldCo,Reclass
GL0001706,2024-07-06,6100,S&M,Finance,,Johnson-Henderson,10450.25,dr,SaaS HoldCo,AWS hosting
GL0001707,2024-07-01,6100,S&M,Finance,,Pineda-Simpson,20261.41,dr,SaaS Canada,Software tools
GL0001708,2024-07-02,6200,R&D,Marketing,,Foster Ltd,-9487.06,CR,SaaS HoldCo,AWS hosting
GL0001709,2024-07-27,5000,Cost of Service,Finance,,Smith-Barrett,6309.85,DR,SaaS US,Software tools
GL0001710,2024-07-21,6100,Sales and Marketing,Operations,,"Martinez, Horn and Harris",-7737.81,CR,SaaS Canada,Payroll
GL0001711,2024-08-13,9999,Misc Expense,,CC200,Diaz-Brown,-19763.87,cr,saas us,
GL0001712,2024-08-18,6200,R&D,Marketing,CC200,English LLC,6241.64,DR,SaaS HoldCo,
GL0001713,2024-08-08,5000,cost of service,Engineering,CC100,Horn LLC,12995.61,dr,SaaS US,Contractor costs
GL0001714,2024-08-09,6200,Research and Development,Sales,,"Livingston, Mckenzie and Carter",-22820.18,cr,SaaS Canada,Payroll
GL0001715,2024-08-18,6200,Research and Development,Operations,CC100,"Summers, Mcbride and Mcpherson",-12478.53,CR,SaaS Canada,AWS hosting
GL0001716,2024-08-05,6300,G&A,,,Johnson-Romero,3459.87,DR,SaaS Canada,Reclass
GL0001717,2024-08-22,5000,Cost of Service,Operations,CC100,Diaz-Quinn,-21199.26,CR,saas us,Refund
GL0001718,2024-08-17,6100,sales & marketing,Engineering,,"Garcia, Green and Cooper",2676.09,DR,SaaS Canada,Refund
GL0001719,2024-08-25,1010,Cash,Engineering,CC400,"Wang, Conner and Wise",3876.76,dr,SaaS US,Contractor costs
GL0001720,2024-08-12,6300,General and Administrative,,CC400,Mason-Koch,-11620.27,CR,SaaS US,AWS hosting
GL0001721,2024-08-13,5000,Cost of Service,Sales,,Fischer Inc,7825.46,DR,SaaS HoldCo,AWS hosting
GL0001722,2024-08-09,,cost of service,Marketing,,Nguyen-Thomas,13960.34,DR,SaaS US,
GL0001723,2024-08-11,9999,Misc Expense,,CC300,Parsons-Taylor,-5831.55,CR,SaaS HoldCo,Reclass
GL0001724,2024-08-19,1010,Cash,Operations,CC100,"Johnson, Sanchez and Williams",-2474.31,CR,SaaS Canada,Contractor costs
GL0001725,2024-08-11,6100,S&M,Finance,,"Cook, Howard and Schultz",6002.88,DR,SaaS HoldCo,AWS hosting
GL0001726,2024-08-09,6100,sales & marketing,Engineering,CC200,,24821.65,DR,SaaS US,Payroll
GL0001727,2024-08-12,6100,sales & marketing,Engineering,CC200,Porter Inc,21580.13,cr,saas us,Refund
GL0001728,2024-08-08,6200,R&D,Marketing,CC400,"Lewis, Alvarado and Fletcher",23554.79,DR,SaaS US,Refund
GL0001729,2024-08-01,6200,R&D,,CC100,Dougherty-Garner,9988.78,DR,saas us,Software tools
GL0001730,2024-08-22,6200,R&D,Sales,,Jones Ltd,3931.58,dr,SaaS HoldCo,Payroll
GL0001731,2024-08-03,6300,G&A,,CC200,Oconnor-Summers,4006.26,DR,SaaS US,Reclass
GL0001732,2024-08-04,5000,Cost of Service,Marketing,,Morris-Martin,24738.31,DR,SaaS US,AWS hosting
GL0001733,2024-08-12,,Sales and Marketing,,,"Nelson, Ruiz and Tapia",10492.83,dr,SaaS HoldCo,Refund
GL0001734,2024-08-21,6300,G&A,,CC300,"Stevens, Hardy and Lynch",1409.21,DR,saas us,Software tools
GL0001735,2024-08-13,6200,R&D,,,"Romero, Parker and Martinez",-20725.65,,SaaS US,Software tools
GL0001736,2024-08-16,5000,cost of service,Operations,,Hernandez Ltd,20677.35,CR,SaaS HoldCo,Contractor costs
GL0001737,2024-08-02,5000,cost of service,Engineering,,Ellison LLC,16931.3,DR,SaaS Canada,Software tools
GL0001738,2024-08-01,1010,Cash,Operations,,"Walsh, Lewis and Cunningham",-7974.26,CR,SaaS Canada,Software tools
GL0001739,2024-08-25,6100,sales & marketing,,,Walton-West,16507.84,DR,SaaS HoldCo,Software tools
GL0001740,2024-08-11,6100,S&M,Engineering,CC200,"Miller, Frye and Rivera",-23110.59,CR,SaaS US,
GL0001741,2024-08-24,9999,Misc Expense,Sales,,"Sanchez, Moran and Tate",17987.01,dr,SaaS HoldCo,Google Ads
GL0001742,2024-08-08,5000,Cost of Service,,,Alvarez-Medina,-15980.35,cr,SaaS US,Refund
GL0001743,2024-08-12,6300,G&A,Finance,CC300,Fuentes-Harvey,-8841.05,CR,SaaS US,
GL0001744,2024-08-21,6300,G&A,Sales,CC300,Norman LLC,-10306.69,cr,SaaS US,Contractor costs
GL0001745,2024-08-04,6100,S&M,Sales,CC300,"Elliott, Ortiz and Martin",23940.09,DR,SaaS HoldCo,
GL0001746,2024-08-08,6200,Research and Development,Finance,,Sparks-Bell,-16254.94,CR,saas us,Software tools
GL0001747,2024-08-17,5000,cost of service,Finance,CC300,Juarez-Haney,4254.59,DR,saas us,
GL0001748,2024-08-15,5000,Cost of Service,Finance,CC400,"Powell, Jackson and Clark",19802.45,DR,SaaS Canada,Reclass
GL0001749,2024-08-16,6200,R&D,Operations,,Jenkins-Randall,3776.19,DR,SaaS US,Google Ads
GL0001750,2024-08-10,,Misc Expense,Marketing,CC100,Guzman PLC,16602.65,DR,SaaS HoldCo,Payroll
GL0001751,2024-08-14,6300,G&A,Marketing,CC100,Hale-Johnson,-21891.0,CR,SaaS US,Payroll
GL0001752,2024-08-08,5000,cost of service,Operations,CC400,"Gonzalez, Freeman and Hicks",24064.89,,SaaS Canada,AWS hosting
GL0001753,2024-08-15,6200,Research and Development,Marketing,CC200,Allen-Grant,-21167.83,,SaaS HoldCo,Reclass
GL0001754,2024-08-11,6100,Sales and Marketing,Marketing,CC300,"Gonzalez, Alvarez and Moore",-5199.72,CR,SaaS HoldCo,Reclass
GL0001755,2024-08-09,6300,General and Administrative,Operations,CC400,"Bradley, Collins and Boyer",-1128.31,CR,SaaS US,Contractor costs
GL0001756,2024-08-22,9999,Misc Expense,Engineering,CC300,Elliott-Lindsey,-9017.88,CR,SaaS US,Contractor costs
GL0001757,2024-08-27,1010,Cash,,CC400,Camacho-Lane,22131.0,DR,SaaS US,Payroll
GL0001758,2024-08-16,5000,cost of service,Sales,CC300,Brown-Bennett,-23243.28,,SaaS Canada,AWS hosting
GL0001759,2024-08-24,5000,Cost of Service,Operations,CC100,"Williams, King and Morales",4199.61,DR,saas us,
GL0001760,2024-08-18,5000,cost of service,Sales,,Martin Ltd,3305.25,DR,saas us,Payroll
GL0001761,2024-08-05,6200,Research and Development,,CC300,Jones-Brandt,11410.56,DR,SaaS US,
GL0001762,2024-08-11,6200,Research and Development,Sales,CC200,"Rogers, Fisher and Jones",-16466.46,CR,SaaS US,Reclass
GL0001763,2024-08-06,5000,Cost of Service,Sales,,"Montgomery, Ramirez and Robbins",-23105.26,CR,SaaS HoldCo,AWS hosting
GL0001764,2024-08-15,6300,General and Administrative,,,Hardin-Braun,18187.89,DR,saas us,Reclass
GL0001765,2024-08-21,6200,R&D,Sales,CC200,"Torres, Barnett and Hanson",-15794.56,cr,SaaS Canada,
GL0001766,2024-08-13,1010,Cash,,CC400,Wise LLC,13562.53,DR,SaaS HoldCo,AWS hosting
GL0001767,2024-08-06,6100,Sales and Marketing,Finance,CC200,Faulkner Group,13779.52,DR,SaaS HoldCo,Software tools
GL0001768,2024-08-12,9999,Misc Expense,,CC100,Mcclain-Atkinson,-17559.84,CR,SaaS US,AWS hosting
GL0001769,2024-08-11,6100,sales & marketing,Engineering,CC300,Foster Ltd,5076.07,DR,SaaS Canada,Refund
GL0001770,2024-08-02,6100,Sales and Marketing,Finance,CC300,"Gallagher, Gilbert and Vasquez",-3244.31,CR,saas us,Payroll
GL0001771,2024-08-11,6100,sales & marketing,Operations,CC200,Klein Inc,18948.57,DR,SaaS Canada,AWS hosting
GL0001772,2024-08-01,5000,Cost of Service,Operations,CC400,Smith-Adams,20032.95,DR,SaaS HoldCo,
GL0001773,2024-08-02,6300,General and Administrative,,CC300,"Byrd, Mccarthy and Thomas",22892.27,DR,SaaS Canada,Reclass
GL0001774,2024-08-19,6100,sales & marketing,,CC300,Goodwin Ltd,5220.38,DR,saas us,Software tools
GL0001775,2024-08-03,6300,G&A,,CC400,Bartlett-Hall,2725.49,DR,SaaS Canada,Software tools
GL0001776,2024-08-12,6300,General and Administrative,Engineering,,"Adams, Brown and Brooks",14952.25,DR,SaaS HoldCo,Software tools
GL0001777,2024-08-08,6300,G&A,Marketing,CC200,Holland Ltd,-6890.93,CR,SaaS HoldCo,Google Ads
GL0001778,2024-08-03,5000,cost of service,,,Wyatt-Hernandez,10945.76,DR,SaaS HoldCo,AWS hosting
GL0001779,2024-08-02,5000,cost of service,Operations,CC100,Cervantes-Watts,-22614.89,DR,SaaS US,Contractor costs
GL0001780,2024-08-16,6200,R&D,,CC200,"Ellison, Salazar and Kemp",8097.77,DR,SaaS HoldCo,Payroll
GL0001781,2024-08-15,5000,cost of service,,CC200,"Mclaughlin, Hatfield and Gutierrez",-18282.67,CR,SaaS Canada,Refund
GL0001782,2024-08-15,6300,G&A,,CC400,Park-Patton,4458.04,DR,saas us,Contractor costs
GL0001783,2024-08-02,9999,Misc Expense,Sales,,Bates Ltd,-13674.57,CR,SaaS US,Google Ads
GL0001784,2024-08-06,6100,Sales and Marketing,Engineering,CC100,"Williams, Sanchez and Glover",9481.12,DR,SaaS HoldCo,AWS hosting
GL0001785,2024-08-12,6200,Research and Development,Engineering,CC100,"Dominguez, Brown and Myers",1719.99,dr,SaaS US,Payroll
GL0001786,2024-08-14,6200,R&D,,CC400,Bell PLC,-20938.71,cr,SaaS HoldCo,Software tools
GL0001787,2024-08-01,6200,Research and Development,,CC100,Walker-Golden,1267.3,DR,SaaS HoldCo,Contractor costs
GL0001788,2024-08-22,6200,Research and Development,,CC200,"Simon, Mendez and Odonnell",-19492.78,CR,SaaS Canada,Reclass
GL0001789,2024-08-13,6300,G&A,,,Leon Group,11435.28,dr,SaaS US,AWS hosting
GL0001790,2024-08-15,6200,Research and Development,Operations,CC300,Key and Sons,-17368.17,CR,SaaS Canada,Software tools
GL0001791,2024-08-13,6200,Research and Development,Sales,CC400,Harris-Hart,19298.58,DR,SaaS HoldCo,Contractor costs
GL0001792,2024-08-03,5000,cost of service,Operations,CC200,Davis-West,16399.47,dr,saas us,
GL0001793,2024-08-21,5000,cost of service,,,Brown LLC,8719.64,DR,SaaS US,AWS hosting
GL0001794,2024-08-26,6100,S&M,,CC200,"Shepard, Patel and Williams",10994.99,dr,SaaS HoldCo,Google Ads
GL0001795,2024-08-06,6100,Sales and Marketing,Operations,CC100,Thompson LLC,22024.55,DR,saas us,
GL0001796,2024-08-15,,Research and Development,,,Lopez-Roberts,-12028.77,cr,SaaS Canada,Reclass
GL0001797,2024-08-15,1010,Cash,Engineering,CC200,Johnson Inc,4780.96,DR,saas us,Payroll
GL0001798,2024-08-24,9999,Misc Expense,Operations,CC100,"Smith, Carlson and White",-22916.06,CR,SaaS US,Google Ads
GL0001799,2024-08-24,6200,R&D,,,"Curtis, Cruz and Green",12681.21,DR,SaaS HoldCo,
GL0001800,2024-08-27,6200,Research and Development,,CC200,"Jones, Scott and Nguyen",14641.13,DR,SaaS Canada,
GL0001801,2024-09-14,6100,sales & marketing,Engineering,,Peters PLC,-24762.35,cr,SaaS HoldCo,
GL0001802,2024-09-02,6100,sales & marketing,Engineering,,Miller-Brown,17614.29,DR,SaaS US,
GL0001803,2024-09-01,6300,General and Administrative,,CC200,Sanders Ltd,16496.6,dr,saas us,Software tools
GL0001804,2024-09-03,6200,R&D,Operations,CC400,,16904.49,DR,SaaS Canada,Software tools
GL0001805,2024-09-02,6200,R&D,Operations,CC200,Miller PLC,14257.85,,SaaS Canada,
GL0001806,2024-09-19,1010,Cash,Marketing,CC200,"Anderson, Blankenship and Black",13130.21,DR,SaaS Canada,Refund
GL0001807,2024-09-27,6300,General and Administrative,Marketing,,"Eaton, Powell and Frye",-22482.44,cr,saas us,AWS hosting
GL0001808,2024-09-14,6300,General and Administrative,Sales,CC300,Nguyen Inc,-20459.01,cr,SaaS Canada,Software tools
GL0001809,2024-09-01,1010,Cash,Operations,CC100,Porter and Sons,10474.26,DR,SaaS HoldCo,
GL0001810,2024-09-24,5000,cost of service,Sales,CC300,"Williams, Boyer and Meyers",13413.37,DR,saas us,Reclass
GL0001811,2024-09-01,5000,cost of service,Sales,CC100,Bowers-Smith,-18278.69,cr,saas us,Refund
GL0001812,2024-09-12,6100,sales & marketing,Marketing,,Hunter PLC,-6992.22,CR,SaaS US,
GL0001813,2024-09-23,5000,Cost of Service,Operations,CC200,"Anderson, Nash and Robinson",16063.19,DR,SaaS HoldCo,AWS hosting
GL0001814,2024-09-05,6200,R&D,,CC400,Jefferson and Sons,-6392.6,CR,SaaS HoldCo,Google Ads
GL0001815,2024-09-26,6100,Sales and Marketing,Marketing,CC200,"Delacruz, Kim and Wright",1827.75,DR,SaaS US,Contractor costs
GL0001816,2024-09-26,5000,Cost of Service,,,Rollins-Richardson,-10690.41,,SaaS US,Reclass
GL0001817,2024-09-20,6300,General and Administrative,Sales,,"Lopez, Klein and Mclaughlin",11923.92,dr,SaaS US,AWS hosting
GL0001818,2024-09-23,6200,Research and Development,,CC200,"Martin, Garza and Wells",22708.1,dr,saas us,Refund
GL0001819,2024-09-10,5000,Cost of Service,Sales,CC200,Munoz LLC,18906.46,DR,SaaS US,
GL0001820,2024-09-15,5000,cost of service,,,"Merritt, Cain and Goodwin",-10836.16,CR,SaaS HoldCo,Software tools
GL0001821,2024-09-18,6100,Sales and Marketing,,CC200,Lee PLC,20550.74,DR,SaaS US,
GL0001822,2024-09-20,9999,Misc Expense,Marketing,CC200,Perry-Patterson,12452.85,DR,SaaS Canada,Software tools
GL0001823,2024-09-22,5000,Cost of Service,Finance,,"Howe, Martinez and Merritt",15134.6,dr,SaaS Canada,
GL0001824,2024-09-26,6200,Research and Development,Finance,CC100,Johnson Ltd,21606.79,DR,SaaS US,Google Ads
GL0001825,2024-09-04,6200,R&D,,CC200,Harris-Arnold,22983.87,DR,SaaS Canada,Contractor costs
GL0001826,2024-09-11,6100,Sales and Marketing,Sales,CC200,Anderson Ltd,-11708.31,CR,SaaS HoldCo,Reclass
GL0001827,2024-09-19,6200,Research and Development,Marketing,CC300,Rose Ltd,12421.04,CR,SaaS Canada,Google Ads
GL0001828,2024-09-12,5000,cost of service,,CC200,Torres Ltd,18226.56,DR,SaaS US,Payroll
GL0001829,2024-09-24,1010,Cash,Marketing,,Haynes-Villa,21167.05,DR,SaaS Canada,
GL0001830,2024-09-19,6200,Research and Development,Operations,CC400,Perkins-Crawford,17371.7,DR,SaaS HoldCo,Contractor costs
GL0001831,2024-09-20,6100,sales & marketing,Finance,CC100,Wilson and Sons,-5375.9,CR,SaaS US,Refund
GL0001832,2024-09-08,5000,cost of service,Engineering,,Moore Ltd,19816.46,DR,saas us,Payroll
GL0001833,2024-09-19,6100,S&M,,CC400,Blevins Inc,7822.45,dr,saas us,AWS hosting
GL0001834,2024-09-21,9999,Misc Expense,,CC400,Wheeler-Blair,20266.37,DR,SaaS HoldCo,Contractor costs
GL0001835,2024-09-18,9999,Misc Expense,Operations,CC200,"Ingram, Berry and Chan",6608.9,DR,saas us,Contractor costs
GL0001836,2024-09-15,5000,cost of service,,CC200,"Mckinney, Rogers and Collins",5504.34,DR,SaaS US,Software tools
GL0001837,2024-09-02,5000,Cost of Service,Sales,CC300,Cook-Edwards,-19734.99,CR,SaaS US,Software tools
GL0001838,2024-09-26,6100,Sales and Marketing,Finance,CC400,"Walker, Johnson and Gibbs",13461.92,DR,SaaS Canada,AWS hosting
GL0001839,2024-09-25,9999,Misc Expense,,CC300,"Middleton, Castro and Holloway",-22123.09,cr,SaaS HoldCo,Contractor costs
GL0001840,2024-09-15,6100,sales & marketing,Sales,CC200,Murray PLC,-16425.0,cr,SaaS US,AWS hosting
GL0001841,2024-09-26,6200,Research and Development,,CC100,Strickland Group,-15820.11,CR,SaaS US,Payroll
GL0001842,2024-09-08,6100,sales & marketing,,,Santos PLC,16136.8,DR,SaaS Canada,Google Ads
GL0001843,2024-09-19,6100,Sales and Marketing,Engineering,CC400,"Smith, Herrera and Carr",15388.13,DR,SaaS Canada,Payroll
GL0001844,2024-09-22,6200,Research and Development,Finance,CC100,"Garcia, Perez and Meyer",-6228.17,cr,SaaS Canada,Contractor costs
GL0001845,2024-09-22,6100,sales & marketing,Marketing,CC300,West-Rodgers,4019.23,DR,SaaS US,
GL0001846,2024-09-10,6100,S&M,Operations,CC100,"Marshall, Dorsey and Martin",-2687.6,cr,SaaS HoldCo,Reclass
GL0001847,2024-09-10,5000,Cost of Service,Marketing,,Walters-Taylor,15054.08,dr,SaaS Canada,Contractor costs
GL0001848,2024-09-25,1010,Cash,Marketing,CC200,Lee-Perez,10090.74,DR,SaaS HoldCo,Refund
GL0001849,2024-09-11,1010,Cash,,,"Patterson, Dunlap and Osborn",16973.49,DR,saas us,Contractor costs
GL0001850,2024-09-09,5000,cost of service,Sales,CC100,Ramos Ltd,-13928.37,CR,SaaS HoldCo,
GL0001851,2024-09-27,,Cash,,CC200,Short-Kerr,18900.02,DR,SaaS HoldCo,
GL0001852,2024-09-04,5000,cost of service,,,Sheppard Group,15120.85,DR,SaaS Canada,Google Ads
GL0001853,2024-09-11,6100,sales & marketing,,,Brown-Maddox,23130.61,dr,saas us,Reclass
GL0001854,2024-09-18,5000,Cost of Service,Finance,CC100,Drake-Ray,-11044.41,CR,SaaS US,Software tools
GL0001855,2024-09-14,6100,Sales and Marketing,Engineering,CC400,Castillo and Sons,-8324.97,DR,SaaS Canada,Refund
GL0001856,2024-09-25,6300,G&A,,CC400,Hobbs-Patterson,24572.85,DR,SaaS US,Software tools
GL0001857,2024-09-09,9999,Misc Expense,,CC400,,19550.48,DR,saas us,Refund
GL0001858,2024-09-18,6100,sales & marketing,Operations,CC400,Underwood LLC,15062.43,dr,SaaS HoldCo,Google Ads
GL0001859,2024-09-03,9999,Misc Expense,Sales,CC300,Anderson-Welch,-11576.5,,saas us,Refund
GL0001860,2024-09-22,6100,Sales and Marketing,,CC400,Montoya and Sons,-24017.48,CR,SaaS US,Reclass
GL0001861,2024-09-01,6200,Research and Development,Engineering,CC100,"Ferguson, Anderson and Haney",22137.01,DR,saas us,
GL0001862,2024-09-16,6100,Sales and Marketing,Marketing,CC200,Andrews Ltd,-11519.29,CR,SaaS US,
GL0001863,2024-09-24,6200,R&D,Finance,CC400,"Hamilton, Jones and Monroe",7664.6,dr,SaaS HoldCo,AWS hosting
GL0001864,2024-09-21,6100,S&M,Operations,,Keller-Morris,-7988.27,CR,SaaS US,AWS hosting
GL0001865,2024-09-05,6300,General and Administrative,,CC200,Chang Ltd,15072.46,DR,SaaS US,
GL0001866,2024-09-07,6200,Research and Development,Operations,CC200,Medina Inc,3478.66,DR,SaaS US,Payroll
GL0001867,2024-09-06,6100,Sales and Marketing,Sales,CC400,Hodges and Sons,10208.5,dr,SaaS HoldCo,Software tools
GL0001868,2024-09-26,1010,Cash,Engineering,,Davis Inc,5715.32,DR,saas us,Contractor costs
GL0001869,2024-09-01,6300,General and Administrative,,,Mercado-Allen,-10737.05,DR,saas us,Software tools
GL0001870,2024-09-01,6300,General and Administrative,Operations,,Thompson Group,13204.46,dr,SaaS HoldCo,Contractor costs
GL0001871,2024-09-13,6200,Research and Development,Sales,CC400,"Andrade, Salinas and Barron",4430.2,dr,saas us,Google Ads
GL0001872,2024-09-26,6100,sales & marketing,Sales,CC400,King LLC,-12213.58,CR,saas us,Software tools
GL0001873,2024-09-10,6100,S&M,Finance,CC100,Perez-Day,-6395.61,CR,saas us,AWS hosting
GL0001874,2024-09-26,9999,Misc Expense,,CC300,Luna Ltd,4472.16,DR,SaaS HoldCo,Refund
GL0001875,2024-09-07,1010,Cash,,,"Watson, Meyer and Castro",5007.35,DR,saas us,
GL0001876,2024-09-26,5000,cost of service,,,Lee-Sharp,18043.79,DR,saas us,Reclass
GL0001877,2024-09-25,5000,cost of service,,CC400,"Blanchard, Henry and Lopez",19147.58,DR,SaaS Canada,Google Ads
GL0001878,2024-09-22,6100,S&M,,CC400,"Gordon, Garcia and Bell",-12947.12,CR,SaaS US,
GL0001879,2024-09-09,6300,General and Administrative,Operations,,Montgomery-Richardson,9566.68,DR,saas us,Payroll
GL0001880,2024-09-12,1010,Cash,Operations,,"Freeman, Ruiz and Kelley",-9796.34,CR,SaaS Canada,
GL0001881,2024-09-04,,Misc Expense,,CC300,Gutierrez Group,-16652.76,CR,SaaS Canada,Contractor costs
GL0001882,2024-09-08,5000,Cost of Service,Engineering,CC400,Austin Group,6187.24,DR,SaaS US,Reclass
GL0001883,2024-09-09,9999,Misc Expense,Engineering,CC400,Rosales-Thomas,1974.53,DR,SaaS HoldCo,Refund
GL0001884,2024-09-17,9999,Misc Expense,Finance,,Smith LLC,16463.32,DR,SaaS US,
GL0001885,2024-09-03,6300,G&A,Finance,CC100,Diaz Ltd,-17790.54,cr,SaaS US,Contractor costs
GL0001886,2024-09-26,6300,G&A,Finance,CC300,Jones PLC,6792.66,dr,SaaS US,
GL0001887,2024-09-12,6200,Research and Development,Engineering,CC200,Kim PLC,3796.66,dr,SaaS Canada,Refund
GL0001888,2024-09-13,6100,Sales and Marketing,Sales,CC400,Gonzales Group,20248.79,DR,SaaS HoldCo,Payroll
GL0001889,2024-09-21,5000,Cost of Service,Operations,CC100,Lang PLC,-23798.04,cr,saas us,Refund
GL0001890,2024-09-16,5000,Cost of Service,Engineering,CC200,Goodwin Inc,21836.23,dr,SaaS US,Contractor costs
GL0001891,2024-10-07,6100,sales & marketing,Finance,CC200,,-2885.72,CR,SaaS Canada,Contractor costs
GL0001892,2024-10-07,6100,sales & marketing,Sales,CC400,"Butler, Lee and Chaney",20873.47,,SaaS HoldCo,Software tools
GL0001893,2024-10-15,,cost of service,Finance,CC300,Lee Inc,5377.55,dr,saas us,
GL0001894,2024-10-14,6100,S&M,Marketing,,"Raymond, Anthony and James",16971.0,dr,saas us,
GL0001895,2024-10-15,6300,G&A,Finance,,Lee PLC,-9220.5,CR,SaaS US,Google Ads
GL0001896,2024-10-24,1010,Cash,Finance,CC400,Boyd Inc,14317.63,DR,SaaS US,Payroll
GL0001897,2024-10-07,5000,Cost of Service,,,Stewart Inc,-23555.58,cr,saas us,AWS hosting
GL0001898,2024-10-04,9999,Misc Expense,Sales,CC100,White-Rivers,-19832.12,CR,SaaS HoldCo,Contractor costs
GL0001899,2024-10-02,5000,cost of service,Engineering,CC100,"Benson, Perez and Butler",23449.18,DR,SaaS HoldCo,Contractor costs
GL0001900,2024-10-14,5000,cost of service,Engineering,,"Rodriguez, Martin and Montoya",7285.8,DR,SaaS US,Payroll
GL0001901,2024-10-23,5000,cost of service,Operations,CC400,Gutierrez-Carlson,20875.25,DR,SaaS Canada,Payroll
GL0001902,2024-10-08,5000,cost of service,Engineering,,Barker-Jones,16053.09,DR,SaaS HoldCo,Reclass
GL0001903,2024-10-16,9999,Misc Expense,Sales,CC400,Graves Group,16092.38,DR,SaaS HoldCo,Payroll
GL0001904,2024-10-14,5000,cost of service,,CC300,"Adams, Ward and Chen",19992.17,DR,SaaS US,Google Ads
GL0001905,2024-10-17,6200,R&D,Sales,CC300,"Russell, Tate and Zuniga",3368.2,DR,saas us,Contractor costs
GL0001906,2024-10-21,5000,Cost of Service,Marketing,CC400,Bryant-Waller,20217.09,dr,SaaS US,Refund
GL0001907,2024-10-05,6300,G&A,Engineering,CC200,Perez-Rivera,-15255.56,cr,saas us,Contractor costs
GL0001908,2024-10-01,6300,G&A,,CC100,"Parker, Jones and Schaefer",3593.65,DR,SaaS Canada,AWS hosting
GL0001909,2024-10-07,9999,Misc Expense,Operations,,"Price, West and Long",6211.58,DR,SaaS Canada,Contractor costs
GL0001910,2024-10-06,9999,Misc Expense,Marketing,,Bishop-Mcdowell,22768.32,DR,SaaS Canada,Contractor costs
GL0001911,2024-10-24,6100,S&M,Engineering,CC100,Sandoval PLC,23247.7,DR,saas us,Contractor costs
GL0001912,2024-10-19,6200,R&D,,,Foley-Allen,19407.66,DR,saas us,Payroll
GL0001913,2024-10-22,6300,G&A,,CC400,Ellis-Young,22095.67,DR,SaaS US,Contractor costs
GL0001914,2024-10-01,6100,S&M,Operations,CC200,Welch Ltd,2898.95,,SaaS HoldCo,Payroll
GL0001915,2024-10-27,6200,R&D,Finance,,Parker-Smith,10548.51,DR,SaaS HoldCo,AWS hosting
GL0001916,2024-10-19,6300,General and Administrative,Marketing,,Barr-Meadows,21264.42,DR,SaaS Canada,Payroll
GL0001917,2024-10-26,6300,General and Administrative,Sales,CC400,Moore Group,-13166.37,CR,SaaS HoldCo,Reclass
GL0001918,2024-10-07,6200,R&D,Finance,CC200,Meyer Inc,4961.48,DR,SaaS Canada,Google Ads
GL0001919,2024-10-07,9999,Misc Expense,,CC400,Johnson-Perry,-8712.12,CR,SaaS Canada,Contractor costs
GL0001920,2024-10-27,5000,cost of service,,CC200,Johnson-Madden,14170.54,DR,SaaS US,AWS hosting
GL0001921,2024-10-24,9999,Misc Expense,Finance,,Phillips LLC,17146.04,dr,SaaS Canada,
GL0001922,2024-10-14,9999,Misc Expense,,CC400,"Ward, Matthews and Richardson",-2484.92,CR,SaaS HoldCo,AWS hosting
GL0001923,2024-10-01,6300,General and Administrative,,,"Castro, Carey and Little",-6776.51,,SaaS Canada,AWS hosting
GL0001924,2024-10-22,5000,Cost of Service,Finance,,Clark-Myers,12632.87,DR,SaaS HoldCo,Reclass
GL0001925,2024-10-15,6200,R&D,Engineering,CC100,Conner-Gomez,-15047.87,CR,SaaS Canada,Payroll
