gl_txn_id,txn_date,account_code,account_name,department,cost_center,vendor_customer,amount,dr_cr,entity,memo,account_category
GL0001670,2024-07-02,5000.0,cost of service,Marketing,CC400,"West, Carson and Glass",8975.05,DR,SaaS Canada,Contractor costs,COGS
GL0001671,2024-07-05,6300.0,general and administrative,Marketing,Unknown,Black PLC,7880.75,DR,SaaS Canada,Software tools,G&A
GL0001672,2024-07-12,5000.0,cost of service,Unknown,Unknown,Harrell-Garcia,-2839.31,CR,SaaS Canada,Contractor costs,COGS
GL0001673,2024-07-05,6200.0,r&d,Finance,CC100,"Brown, Ibarra and Murphy",-4773.54,CR,SaaS US,Reclass,R&D
GL0001674,2024-07-04,6100.0,sales & marketing,Unknown,CC300,"Rocha, Briggs and Manning",-17828.72,CR,SaaS Canada,Payroll,Sales & Marketing
GL0001675,2024-07-17,5000.0,cost of service,Unknown,CC400,"Brady, Powell and Werner",-22869.65,DR,SaaS HoldCo,Refund,COGS
GL0001676,2024-07-03,5000.0,cost of service,Unknown,CC200,"Adams, Miller and Martinez",-22883.85,CR,SaaS US,Payroll,COGS
GL0001677,2024-07-26,6100.0,sales and marketing,Sales,Unknown,Jensen PLC,12975.75,DR,SaaS Canada,Payroll,Sales & Marketing
GL0001678,2024-07-19,6200.0,research and development,Sales,CC200,Moore Inc,22892.85,DR,SaaS US,Refund,R&D
GL0001679,2024-07-09,6100.0,sales & marketing,Finance,CC300,Scott-Ferguson,-20004.32,DR,SaaS US,Reclass,Sales & Marketing
GL0001680,2024-07-05,6300.0,g&a,Unknown,CC200,Patel-Lewis,-22814.87,CR,SaaS US,Google Ads,G&A
GL0001681,2024-07-07,6300.0,general and administrative,Unknown,CC300,"Huynh, Hughes and Montes",9721.47,DR,SaaS Canada,Software tools,G&A
GL0001682,2024-07-06,6200.0,r&d,Marketing,CC400,Smith LLC,-14192.74,CR,SaaS US,Google Ads,R&D
GL0001683,2024-07-20,5000.0,cost of service,Finance,Unknown,Wilson Group,-8111.03,CR,SaaS US,Google Ads,COGS
GL0001684,2024-07-16,6300.0,g&a,Engineering,CC300,"Castro, Watkins and Chapman",18492.38,DR,SaaS Canada,Software tools,G&A
GL0001685,2024-07-21,6100.0,sales & marketing,Unknown,Unknown,Kaiser LLC,7989.62,DR,SaaS US,Software tools,Sales & Marketing
GL0001686,2024-07-11,6100.0,sales & marketing,Sales,CC200,"Jones, French and Walton",2804.03,DR,SaaS HoldCo,Contractor costs,Sales & Marketing
GL0001687,2024-07-24,1010.0,cash,Operations,CC200,"Jones, Martinez and Harmon",14834.24,DR,SaaS US,Reclass,Cash
GL0001688,2024-07-19,5000.0,cost of service,Marketing,CC300,Chan-Ross,4988.83,DR,SaaS US,Payroll,COGS
GL0001689,2024-07-17,9999.0,misc expense,Unknown,Unknown,Garcia-Hall,16813.52,DR,SaaS US,Payroll,Other
GL0001690,2024-07-17,1010.0,cash,Unknown,CC200,Randall-Watson,3613.79,DR,SaaS US,Reclass,Cash
GL0001691,2024-07-11,1010.0,cash,Unknown,CC400,Macias PLC,2030.24,DR,SaaS HoldCo,Reclass,Cash
GL0001692,2024-07-05,6300.0,general and administrative,Unknown,CC400,Byrd-Wilson,-4681.44,CR,SaaS HoldCo,Software tools,G&A
GL0001693,2024-07-03,5000.0,cost of service,Operations,CC200,Martin LLC,16830.92,DR,SaaS HoldCo,Contractor costs,COGS
GL0001694,2024-07-26,1010.0,cash,Sales,CC400,Ibarra LLC,19769.36,DR,SaaS Canada,Unknown,Cash
GL0001695,2024-07-27,6100.0,sales & marketing,Unknown,CC100,Carter LLC,24829.4,DR,SaaS HoldCo,Refund,Sales & Marketing
GL0001696,2024-07-06,5000.0,cost of service,Unknown,CC200,Fox LLC,15797.85,DR,SaaS Canada,Software tools,COGS
GL0001697,2024-07-23,6300.0,g&a,Finance,Unknown,"Gregory, Clark and Davis",6426.69,DR,SaaS US,Google Ads,G&A
GL0001698,2024-07-13,6100.0,sales & marketing,Unknown,CC200,Smith and Sons,-20379.65,CR,SaaS HoldCo,Contractor costs,Sales & Marketing
GL0001699,2024-07-10,6200.0,research and development,Unknown,Unknown,Rich-Jenkins,-6756.24,CR,SaaS HoldCo,Software tools,R&D
GL0001700,2024-07-17,6300.0,general and administrative,Engineering,CC200,Hernandez Inc,15446.2,,SaaS HoldCo,Software tools,G&A
GL0001701,2024-07-19,6100.0,sales and marketing,Finance,CC100,Snow Group,17591.82,CR,SaaS HoldCo,Payroll,Sales & Marketing
GL0001702,2024-07-08,6100.0,s&m,Marketing,Unknown,"Mendoza, Ellis and Acosta",-18476.8,CR,SaaS Canada,AWS hosting,Sales & Marketing
GL0001703,2024-07-25,6300.0,general and administrative,Marketing,CC100,Brown-French,16152.84,DR,SaaS HoldCo,Software tools,G&A
GL0001704,2024-07-11,6200.0,r&d,Unknown,CC100,Chambers Group,3201.7,DR,SaaS HoldCo,Reclass,R&D
GL0001705,2024-07-06,5000.0,cost of service,Engineering,Unknown,Day-Cook,16648.34,DR,SaaS US,Reclass,COGS
GL0001706,2024-07-16,6100.0,sales and marketing,Sales,CC100,Edwards-Scott,-13586.21,CR,SaaS Canada,AWS hosting,Sales & Marketing
GL0001707,2024-07-08,6100.0,sales & marketing,Unknown,CC100,Fox LLC,-8412.2,CR,SaaS HoldCo,Software tools,Sales & Marketing
GL0001708,2024-07-23,6100.0,s&m,Marketing,CC200,Gay-Crosby,5490.41,DR,SaaS Canada,Contractor costs,Sales & Marketing
GL0001709,2024-07-05,6300.0,g&a,Engineering,CC200,Johnston Group,24405.67,DR,SaaS US,Contractor costs,G&A
GL0001710,2024-07-06,6100.0,sales and marketing,Finance,CC200,Beard and Sons,20349.46,DR,SaaS HoldCo,Payroll,Sales & Marketing
GL0001711,2024-08-18,6200.0,r&d,Unknown,Unknown,"Bradley, Wolf and Rodriguez",7982.11,DR,SaaS HoldCo,AWS hosting,R&D
GL0001712,2024-08-01,6200.0,research and development,Unknown,CC300,Lindsey Group,24782.37,DR,SaaS Canada,Reclass,R&D
GL0001713,2024-08-23,6300.0,general and administrative,Marketing,CC300,Cox Inc,19738.31,DR,SaaS HoldCo,Unknown,G&A
GL0001714,2024-08-09,6100.0,sales & marketing,Marketing,CC200,"Holland, Powell and Torres",8138.06,DR,SaaS US,Reclass,Sales & Marketing
GL0001715,2024-08-25,1010.0,cash,Unknown,CC200,Sims and Sons,-19781.5,CR,SaaS US,Payroll,Cash
GL0001716,2024-08-18,6100.0,sales & marketing,Marketing,CC200,Hansen LLC,-20743.21,CR,SaaS HoldCo,Contractor costs,Sales & Marketing
GL0001717,2024-08-06,5000.0,cost of service,Unknown,CC400,"Cherry, Buckley and Anderson",20831.36,DR,SaaS US,Reclass,COGS
GL0001718,2024-08-23,6300.0,g&a,Sales,CC400,Campbell and Sons,15855.86,DR,SaaS US,Google Ads,G&A
GL0001719,2024-08-24,6200.0,r&d,Engineering,CC100,Foster and Sons,-12111.38,CR,SaaS HoldCo,AWS hosting,R&D
GL0001720,2024-08-02,5000.0,cost of service,Marketing,CC100,Johnson-Harris,6462.68,DR,SaaS US,Payroll,COGS
GL0001721,2024-08-11,6100.0,sales & marketing,Sales,Unknown,Farley and Sons,19692.73,DR,SaaS HoldCo,Payroll,Sales & Marketing
GL0001722,2024-08-22,6100.0,sales and marketing,Unknown,CC300,"Marks, Phillips and Thompson",14224.01,DR,SaaS US,Google Ads,Sales & Marketing
GL0001723,2024-08-07,6100.0,sales & marketing,Sales,Unknown,Wilson Inc,5988.71,DR,SaaS US,Software tools,Sales & Marketing
GL0001724,2024-08-01,6100.0,sales and marketing,Sales,Unknown,"Greer, Jones and Carter",-9069.23,,SaaS Canada,Software tools,Sales & Marketing
GL0001725,2024-08-25,6100.0,sales & marketing,Finance,Unknown,Unknown,20140.89,DR,SaaS Canada,Google Ads,Sales & Marketing
GL0001726,2024-08-14,6200.0,r&d,Finance,Unknown,Unknown,6037.0,DR,SaaS HoldCo,AWS hosting,R&D
GL0001727,2024-08-22,6300.0,g&a,Finance,CC100,Jenkins-Werner,14575.54,DR,SaaS US,Unknown,G&A
GL0001728,2024-08-21,6100.0,sales and marketing,Unknown,CC400,Mora and Sons,9451.55,DR,SaaS HoldCo,Software tools,Sales & Marketing
GL0001729,2024-08-24,6100.0,s&m,Unknown,Unknown,Fernandez and Sons,-13553.76,CR,SaaS Canada,AWS hosting,Sales & Marketing
GL0001730,2024-08-16,5000.0,cost of service,Marketing,CC300,Davis and Sons,20041.2,DR,SaaS HoldCo,Payroll,COGS
GL0001731,2024-08-25,6100.0,sales and marketing,Finance,CC200,Murray and Sons,10082.83,DR,SaaS US,Contractor costs,Sales & Marketing
GL0001732,2024-08-18,6100.0,sales and marketing,Unknown,Unknown,Payne PLC,13968.73,DR,SaaS US,Contractor costs,Sales & Marketing
GL0001733,2024-08-16,6100.0,s&m,Operations,CC400,Lynch-Walton,3162.26,DR,SaaS Canada,Unknown,Sales & Marketing
GL0001734,2024-08-27,6100.0,sales and marketing,Unknown,Unknown,"Rodriguez, Williams and Gould",-23315.33,CR,SaaS Canada,Unknown,Sales & Marketing
GL0001735,2024-08-09,1010.0,cash,Unknown,CC100,Grant-Nelson,17080.19,DR,SaaS US,Payroll,Cash
GL0001736,2024-08-09,1010.0,cash,Marketing,Unknown,Rios and Sons,3050.89,DR,SaaS HoldCo,Reclass,Cash
GL0001737,2024-08-06,6100.0,s&m,Finance,Unknown,"Burns, Cardenas and Mclaughlin",10450.25,DR,SaaS HoldCo,AWS hosting,Sales & Marketing
GL0001738,2024-08-01,6100.0,s&m,Finance,Unknown,Mack-Lam,20261.41,DR,SaaS Canada,Software tools,Sales & Marketing
GL0001739,2024-08-02,6200.0,r&d,Marketing,Unknown,Frazier-Grant,-9487.06,CR,SaaS HoldCo,AWS hosting,R&D
GL0001740,2024-08-27,5000.0,cost of service,Finance,Unknown,Moody-Powell,6309.85,DR,SaaS US,Software tools,COGS
GL0001741,2024-08-21,6100.0,sales and marketing,Operations,Unknown,"Snyder, Acevedo and Lamb",-7737.81,CR,SaaS Canada,Payroll,Sales & Marketing
GL0001742,2024-08-13,9999.0,misc expense,Unknown,CC200,"Mccarty, Sharp and Marsh",-19763.87,CR,SaaS US,Unknown,Other
GL0001743,2024-08-18,6200.0,r&d,Marketing,CC200,Erickson-Newman,6241.64,DR,SaaS HoldCo,Unknown,R&D
GL0001744,2024-08-08,5000.0,cost of service,Engineering,CC100,"Hart, Olson and Trevino",12995.61,DR,SaaS US,Contractor costs,COGS
GL0001745,2024-08-09,6200.0,research and development,Sales,Unknown,"Burton, Dickson and Davis",-22820.18,CR,SaaS Canada,Payroll,R&D
GL0001746,2024-08-18,6200.0,research and development,Operations,CC100,Jenkins-Barrera,-12478.53,CR,SaaS Canada,AWS hosting,R&D
GL0001747,2024-08-05,6300.0,g&a,Unknown,Unknown,"Hopkins, Rogers and Smith",3459.87,DR,SaaS Canada,Reclass,G&A
GL0001748,2024-08-22,5000.0,cost of service,Operations,CC100,Franco Ltd,-21199.26,CR,SaaS US,Refund,COGS
GL0001749,2024-08-17,6100.0,sales & marketing,Engineering,Unknown,"Chung, Bryant and Pham",2676.09,DR,SaaS Canada,Refund,Sales & Marketing
GL0001750,2024-08-25,1010.0,cash,Engineering,CC400,Ramirez-Williams,3876.76,DR,SaaS US,Contractor costs,Cash
GL0001751,2024-08-12,6300.0,general and administrative,Unknown,CC400,"Smith, Scott and Martin",-11620.27,CR,SaaS US,AWS hosting,G&A
GL0001752,2024-08-13,5000.0,cost of service,Sales,Unknown,Moore LLC,7825.46,DR,SaaS HoldCo,AWS hosting,COGS
GL0001753,2024-08-09,Unknown,cost of service,Marketing,Unknown,Walker PLC,13960.34,DR,SaaS US,Unknown,COGS
GL0001754,2024-08-11,9999.0,misc expense,Unknown,CC300,Lawson-Warner,-5831.55,CR,SaaS HoldCo,Reclass,Other
GL0001755,2024-08-19,1010.0,cash,Operations,CC100,"Horton, Williams and Rios",-2474.31,CR,SaaS Canada,Contractor costs,Cash
GL0001756,2024-08-11,6100.0,s&m,Finance,Unknown,Taylor PLC,6002.88,DR,SaaS HoldCo,AWS hosting,Sales & Marketing
GL0001757,2024-08-09,6100.0,sales & marketing,Engineering,CC200,Unknown,24821.65,DR,SaaS US,Payroll,Sales & Marketing
GL0001758,2024-08-12,6100.0,sales & marketing,Engineering,CC200,Davila-Harris,21580.13,CR,SaaS US,Refund,Sales & Marketing
GL0001759,2024-08-08,6200.0,r&d,Marketing,CC400,Foster LLC,23554.79,DR,SaaS US,Refund,R&D
GL0001760,2024-08-01,6200.0,r&d,Unknown,CC100,"Brown, Adams and Perez",9988.78,DR,SaaS US,Software tools,R&D
GL0001761,2024-08-22,6200.0,r&d,Sales,Unknown,"Morgan, Alvarez and Green",3931.58,DR,SaaS HoldCo,Payroll,R&D
GL0001762,2024-08-03,6300.0,g&a,Unknown,CC200,"Scott, Johnston and Lee",4006.26,DR,SaaS US,Reclass,G&A
GL0001763,2024-08-04,5000.0,cost of service,Marketing,Unknown,Sims LLC,24738.31,DR,SaaS US,AWS hosting,COGS
GL0001764,2024-08-12,Unknown,sales and marketing,Unknown,Unknown,Herrera PLC,10492.83,DR,SaaS HoldCo,Refund,Sales & Marketing
GL0001765,2024-08-21,6300.0,g&a,Unknown,CC300,Mitchell Group,1409.21,DR,SaaS US,Software tools,G&A
GL0001766,2024-08-13,6200.0,r&d,Unknown,Unknown,"Spencer, Kelly and Wood",-20725.65,,SaaS US,Software tools,R&D
GL0001767,2024-08-16,5000.0,cost of service,Operations,Unknown,"Carter, Young and Kelley",20677.35,CR,SaaS HoldCo,Contractor costs,COGS
GL0001768,2024-08-02,5000.0,cost of service,Engineering,Unknown,"Meza, Jones and Marks",16931.3,DR,SaaS Canada,Software tools,COGS
GL0001769,2024-08-01,1010.0,cash,Operations,Unknown,Waters and Sons,-7974.26,CR,SaaS Canada,Software tools,Cash
GL0001770,2024-08-25,6100.0,sales & marketing,Unknown,Unknown,"Moore, Green and Haynes",16507.84,DR,SaaS HoldCo,Software tools,Sales & Marketing
GL0001771,2024-08-11,6100.0,s&m,Engineering,CC200,Cisneros and Sons,-23110.59,CR,SaaS US,Unknown,Sales & Marketing
GL0001772,2024-08-24,9999.0,misc expense,Sales,Unknown,Lambert-Wells,17987.01,DR,SaaS HoldCo,Google Ads,Other
GL0001773,2024-08-08,5000.0,cost of service,Unknown,Unknown,Salazar-Maxwell,-15980.35,CR,SaaS US,Refund,COGS
GL0001774,2024-08-12,6300.0,g&a,Finance,CC300,"Smith, Gray and Terrell",-8841.05,CR,SaaS US,Unknown,G&A
GL0001775,2024-08-21,6300.0,g&a,Sales,CC300,"Willis, Knight and Macias",-10306.69,CR,SaaS US,Contractor costs,G&A
GL0001776,2024-08-04,6100.0,s&m,Sales,CC300,Castro-Tran,23940.09,DR,SaaS HoldCo,Unknown,Sales & Marketing
GL0001777,2024-08-08,6200.0,research and development,Finance,Unknown,"Mcdaniel, Snow and Reyes",-16254.94,CR,SaaS US,Software tools,R&D
GL0001778,2024-08-17,5000.0,cost of service,Finance,CC300,Kelley-Mathews,4254.59,DR,SaaS US,Unknown,COGS
GL0001779,2024-08-15,5000.0,cost of service,Finance,CC400,"Gibson, Spence and Henson",19802.45,DR,SaaS Canada,Reclass,COGS
GL0001780,2024-08-16,6200.0,r&d,Operations,Unknown,"Perkins, Davies and Black",3776.19,DR,SaaS US,Google Ads,R&D
GL0001781,2024-08-10,Unknown,misc expense,Marketing,CC100,"Clark, Martin and Allen",16602.65,DR,SaaS HoldCo,Payroll,Other
GL0001782,2024-08-14,6300.0,g&a,Marketing,CC100,Nelson-Hawkins,-21891.0,CR,SaaS US,Payroll,G&A
GL0001783,2024-08-08,5000.0,cost of service,Operations,CC400,"Tran, Rowe and Robinson",24064.89,,SaaS Canada,AWS hosting,COGS
GL0001784,2024-08-15,6200.0,research and development,Marketing,CC200,"Love, Young and Johnston",-21167.83,,SaaS HoldCo,Reclass,R&D
GL0001785,2024-08-11,6100.0,sales and marketing,Marketing,CC300,"Ward, Miller and Paul",-5199.72,CR,SaaS HoldCo,Reclass,Sales & Marketing
GL0001786,2024-08-09,6300.0,general and administrative,Operations,CC400,"Schwartz, Mccormick and Smith",-1128.31,CR,SaaS US,Contractor costs,G&A
GL0001787,2024-08-22,9999.0,misc expense,Engineering,CC300,"Adkins, Barnett and Allen",-9017.88,CR,SaaS US,Contractor costs,Other
GL0001788,2024-08-27,1010.0,cash,Unknown,CC400,"Howe, Walsh and Thomas",22131.0,DR,SaaS US,Payroll,Cash
GL0001789,2024-08-16,5000.0,cost of service,Sales,CC300,Butler Inc,-23243.28,,SaaS Canada,AWS hosting,COGS
GL0001790,2024-08-24,5000.0,cost of service,Operations,CC100,"Green, Johnson and George",4199.61,DR,SaaS US,Unknown,COGS
GL0001791,2024-08-18,5000.0,cost of service,Sales,Unknown,Sweeney-Byrd,3305.25,DR,SaaS US,Payroll,COGS
GL0001792,2024-08-05,6200.0,research and development,Unknown,CC300,Davis-Wells,11410.56,DR,SaaS US,Unknown,R&D
GL0001793,2024-08-11,6200.0,research and development,Sales,CC200,Hernandez-Moon,-16466.46,CR,SaaS US,Reclass,R&D
GL0001794,2024-08-06,5000.0,cost of service,Sales,Unknown,Rodriguez-Simon,-23105.26,CR,SaaS HoldCo,AWS hosting,COGS
GL0001795,2024-08-15,6300.0,general and administrative,Unknown,Unknown,"Newton, Pratt and Malone",18187.89,DR,SaaS US,Reclass,G&A
GL0001796,2024-08-21,6200.0,r&d,Sales,CC200,Martinez Inc,-15794.56,CR,SaaS Canada,Unknown,R&D
GL0001797,2024-08-13,1010.0,cash,Unknown,CC400,Kennedy-Davis,13562.53,DR,SaaS HoldCo,AWS hosting,Cash
GL0001798,2024-08-06,6100.0,sales and marketing,Finance,CC200,"Lawrence, Maddox and Shaffer",13779.52,DR,SaaS HoldCo,Software tools,Sales & Marketing
GL0001799,2024-08-12,9999.0,misc expense,Unknown,CC100,"Cabrera, Ellis and Atkins",-17559.84,CR,SaaS US,AWS hosting,Other
GL0001800,2024-08-11,6100.0,sales & marketing,Engineering,CC300,Peterson-Hanson,5076.07,DR,SaaS Canada,Refund,Sales & Marketing
GL0001801,2024-09-02,6100.0,sales and marketing,Finance,CC300,Casey-Riley,-3244.31,CR,SaaS US,Payroll,Sales & Marketing
GL0001802,2024-09-11,6100.0,sales & marketing,Operations,CC200,Campos-Martin,18948.57,DR,SaaS Canada,AWS hosting,Sales & Marketing
GL0001803,2024-09-01,5000.0,cost of service,Operations,CC400,Murray-Montes,20032.95,DR,SaaS HoldCo,Unknown,COGS
GL0001804,2024-09-02,6300.0,general and administrative,Unknown,CC300,"Hernandez, Vega and Dominguez",22892.27,DR,SaaS Canada,Reclass,G&A
GL0001805,2024-09-19,6100.0,sales & marketing,Unknown,CC300,Arnold-Villanueva,5220.38,DR,SaaS US,Software tools,Sales & Marketing
GL0001806,2024-09-03,6300.0,g&a,Unknown,CC400,Garcia-Cohen,2725.49,DR,SaaS Canada,Software tools,G&A
GL0001807,2024-09-12,6300.0,general and administrative,Engineering,Unknown,Gonzalez-Carroll,14952.25,DR,SaaS HoldCo,Software tools,G&A
GL0001808,2024-09-08,6300.0,g&a,Marketing,CC200,Greene-Sanchez,-6890.93,CR,SaaS HoldCo,Google Ads,G&A
GL0001809,2024-09-03,5000.0,cost of service,Unknown,Unknown,"Rivas, Mcdowell and Rich",10945.76,DR,SaaS HoldCo,AWS hosting,COGS
GL0001810,2024-09-02,5000.0,cost of service,Operations,CC100,Glenn-Davis,-22614.89,DR,SaaS US,Contractor costs,COGS
GL0001811,2024-09-16,6200.0,r&d,Unknown,CC200,Malone-White,8097.77,DR,SaaS HoldCo,Payroll,R&D
GL0001812,2024-09-15,5000.0,cost of service,Unknown,CC200,Thompson-Flores,-18282.67,CR,SaaS Canada,Refund,COGS
GL0001813,2024-09-15,6300.0,g&a,Unknown,CC400,Lewis-Sherman,4458.04,DR,SaaS US,Contractor costs,G&A
GL0001814,2024-09-02,9999.0,misc expense,Sales,Unknown,Smith-Norris,-13674.57,CR,SaaS US,Google Ads,Other
GL0001815,2024-09-06,6100.0,sales and marketing,Engineering,CC100,Case-Mack,9481.12,DR,SaaS HoldCo,AWS hosting,Sales & Marketing
GL0001816,2024-09-12,6200.0,research and development,Engineering,CC100,Graham and Sons,1719.99,DR,SaaS US,Payroll,R&D
GL0001817,2024-09-14,6200.0,r&d,Unknown,CC400,"Phillips, Hernandez and Hodge",-20938.71,CR,SaaS HoldCo,Software tools,R&D
GL0001818,2024-09-01,6200.0,research and development,Unknown,CC100,Hartman-Hernandez,1267.3,DR,SaaS HoldCo,Contractor costs,R&D
GL0001819,2024-09-22,6200.0,research and development,Unknown,CC200,Martin-Rosario,-19492.78,CR,SaaS Canada,Reclass,R&D
GL0001820,2024-09-13,6300.0,g&a,Unknown,Unknown,Olson Ltd,11435.28,DR,SaaS US,AWS hosting,G&A
GL0001821,2024-09-15,6200.0,research and development,Operations,CC300,"Lozano, Hopkins and Johnson",-17368.17,CR,SaaS Canada,Software tools,R&D
GL0001822,2024-09-13,6200.0,research and development,Sales,CC400,Gibbs Ltd,19298.58,DR,SaaS HoldCo,Contractor costs,R&D
GL0001823,2024-09-03,5000.0,cost of service,Operations,CC200,"Wright, Newman and Garcia",16399.47,DR,SaaS US,Unknown,COGS
GL0001824,2024-09-21,5000.0,cost of service,Unknown,Unknown,Ward Ltd,8719.64,DR,SaaS US,AWS hosting,COGS
GL0001825,2024-09-26,6100.0,s&m,Unknown,CC200,"Williams, Williams and Best",10994.99,DR,SaaS HoldCo,Google Ads,Sales & Marketing
GL0001826,2024-09-06,6100.0,sales and marketing,Operations,CC100,"Atkinson, Martinez and Brown",22024.55,DR,SaaS US,Unknown,Sales & Marketing
GL0001827,2024-09-15,Unknown,research and development,Unknown,Unknown,"Glenn, Jones and Daniels",-12028.77,CR,SaaS Canada,Reclass,R&D
GL0001828,2024-09-15,1010.0,cash,Engineering,CC200,"Bean, Mullen and Cain",4780.96,DR,SaaS US,Payroll,Cash
GL0001829,2024-09-24,9999.0,misc expense,Operations,CC100,"Perez, Miller and Ross",-22916.06,CR,SaaS US,Google Ads,Other
GL0001830,2024-09-24,6200.0,r&d,Unknown,Unknown,Snyder and Sons,12681.21,DR,SaaS HoldCo,Unknown,R&D
GL0001831,2024-09-27,6200.0,research and development,Unknown,CC200,Bates PLC,14641.13,DR,SaaS Canada,Unknown,R&D
GL0001832,2024-09-14,6100.0,sales & marketing,Engineering,Unknown,"Hernandez, Santana and Mills",-24762.35,CR,SaaS HoldCo,Unknown,Sales & Marketing
GL0001833,2024-09-02,6100.0,sales & marketing,Engineering,Unknown,Reynolds and Sons,17614.29,DR,SaaS US,Unknown,Sales & Marketing
GL0001834,2024-09-01,6300.0,general and administrative,Unknown,CC200,"Warren, Garcia and Terry",16496.6,DR,SaaS US,Software tools,G&A
GL0001835,2024-09-03,6200.0,r&d,Operations,CC400,Unknown,16904.49,DR,SaaS Canada,Software tools,R&D
GL0001836,2024-09-02,6200.0,r&d,Operations,CC200,Bradford and Sons,14257.85,,SaaS Canada,Unknown,R&D
GL0001837,2024-09-19,1010.0,cash,Marketing,CC200,Flores and Sons,13130.21,DR,SaaS Canada,Refund,Cash
GL0001838,2024-09-27,6300.0,general and administrative,Marketing,Unknown,Thompson-Garcia,-22482.44,CR,SaaS US,AWS hosting,G&A
GL0001839,2024-09-14,6300.0,general and administrative,Sales,CC300,Palmer-Ortiz,-20459.01,CR,SaaS Canada,Software tools,G&A
GL0001840,2024-09-01,1010.0,cash,Operations,CC100,Gonzalez Ltd,10474.26,DR,SaaS HoldCo,Unknown,Cash
GL0001841,2024-09-24,5000.0,cost of service,Sales,CC300,Farley-Martin,13413.37,DR,SaaS US,Reclass,COGS
GL0001842,2024-09-01,5000.0,cost of service,Sales,CC100,Alvarez-Maldonado,-18278.69,CR,SaaS US,Refund,COGS
GL0001843,2024-09-12,6100.0,sales & marketing,Marketing,Unknown,"Hoffman, Gonzalez and Johnson",-6992.22,CR,SaaS US,Unknown,Sales & Marketing
GL0001844,2024-09-23,5000.0,cost of service,Operations,CC200,Weaver-Hayes,16063.19,DR,SaaS HoldCo,AWS hosting,COGS
GL0001845,2024-09-05,6200.0,r&d,Unknown,CC400,Jenkins Ltd,-6392.6,CR,SaaS HoldCo,Google Ads,R&D
GL0001846,2024-09-26,6100.0,sales and marketing,Marketing,CC200,"Parker, Lewis and Wilson",1827.75,DR,SaaS US,Contractor costs,Sales & Marketing
GL0001847,2024-09-26,5000.0,cost of service,Unknown,Unknown,Leach-Larson,-10690.41,,SaaS US,Reclass,COGS
GL0001848,2024-09-20,6300.0,general and administrative,Sales,Unknown,Shelton PLC,11923.92,DR,SaaS US,AWS hosting,G&A
GL0001849,2024-09-23,6200.0,research and development,Unknown,CC200,Steele-Allen,22708.1,DR,SaaS US,Refund,R&D
GL0001850,2024-09-10,5000.0,cost of service,Sales,CC200,"Foster, Riley and Gomez",18906.46,DR,SaaS US,Unknown,COGS
GL0001851,2024-09-15,5000.0,cost of service,Unknown,Unknown,"Miller, Carter and Cunningham",-10836.16,CR,SaaS HoldCo,Software tools,COGS
GL0001852,2024-09-18,6100.0,sales and marketing,Unknown,CC200,Wolfe LLC,20550.74,DR,SaaS US,Unknown,Sales & Marketing
GL0001853,2024-09-20,9999.0,misc expense,Marketing,CC200,Matthews Inc,12452.85,DR,SaaS Canada,Software tools,Other
GL0001854,2024-09-22,5000.0,cost of service,Finance,Unknown,"Downs, Smith and Baker",15134.6,DR,SaaS Canada,Unknown,COGS
GL0001855,2024-09-26,6200.0,research and development,Finance,CC100,Rodriguez-Maxwell,21606.79,DR,SaaS US,Google Ads,R&D
GL0001856,2024-09-04,6200.0,r&d,Unknown,CC200,Martinez-Werner,22983.87,DR,SaaS Canada,Contractor costs,R&D
GL0001857,2024-09-11,6100.0,sales and marketing,Sales,CC200,Hardy-Higgins,-11708.31,CR,SaaS HoldCo,Reclass,Sales & Marketing
GL0001858,2024-09-19,6200.0,research and development,Marketing,CC300,Welch and Sons,12421.04,CR,SaaS Canada,Google Ads,R&D
GL0001859,2024-09-12,5000.0,cost of service,Unknown,CC200,Williams-Rice,18226.56,DR,SaaS US,Payroll,COGS
GL0001860,2024-09-24,1010.0,cash,Marketing,Unknown,Cole Group,21167.05,DR,SaaS Canada,Unknown,Cash
GL0001861,2024-09-19,6200.0,research and development,Operations,CC400,Williams Inc,17371.7,DR,SaaS HoldCo,Contractor costs,R&D
GL0001862,2024-09-20,6100.0,sales & marketing,Finance,CC100,"Brooks, Robinson and Turner",-5375.9,CR,SaaS US,Refund,Sales & Marketing
GL0001863,2024-09-08,5000.0,cost of service,Engineering,Unknown,Stevens-Hebert,19816.46,DR,SaaS US,Payroll,COGS
GL0001864,2024-09-19,6100.0,s&m,Unknown,CC400,Crawford-Smith,7822.45,DR,SaaS US,AWS hosting,Sales & Marketing
GL0001865,2024-09-21,9999.0,misc expense,Unknown,CC400,Brown-Evans,20266.37,DR,SaaS HoldCo,Contractor costs,Other
GL0001866,2024-09-18,9999.0,misc expense,Operations,CC200,"Castillo, Wells and Valdez",6608.9,DR,SaaS US,Contractor costs,Other
GL0001867,2024-09-15,5000.0,cost of service,Unknown,CC200,Scott PLC,5504.34,DR,SaaS US,Software tools,COGS
GL0001868,2024-09-02,5000.0,cost of service,Sales,CC300,Stevens-Diaz,-19734.99,CR,SaaS US,Software tools,COGS
GL0001869,2024-09-26,6100.0,sales and marketing,Finance,CC400,Garner-Leach,13461.92,DR,SaaS Canada,AWS hosting,Sales & Marketing
