gl_txn_id,txn_date,period,account_code,account_name,account_category,department,cost_center,vendor_customer,amount,dr_cr,entity,memo
GL0001698,2024-07-23,2024-07-01,6100.0,s&m,Sales & Marketing,Marketing,CC200,Drake and Sons,5490.41,DR,SaaS Canada,Contractor costs
GL0001699,2024-07-05,2024-07-01,6300.0,g&a,G&A,Engineering,CC200,Joseph-Garner,24405.67,DR,SaaS US,Contractor costs
GL0001700,2024-07-06,2024-07-01,6100.0,sales and marketing,Sales & Marketing,Finance,CC200,"Wilkins, Moreno and Rodriguez",20349.46,DR,SaaS HoldCo,Payroll
GL0001701,2024-07-18,2024-07-01,6200.0,r&d,R&D,Unknown,Unknown,Mcpherson LLC,7982.11,DR,SaaS HoldCo,AWS hosting
GL0001702,2024-07-01,2024-07-01,6200.0,research and development,R&D,Unknown,CC300,"Carroll, Duncan and Olson",24782.37,DR,SaaS Canada,Reclass
GL0001703,2024-07-23,2024-07-01,6300.0,general and administrative,G&A,Marketing,CC300,"Watkins, Campbell and Young",19738.31,DR,SaaS HoldCo,Unknown
GL0001704,2024-07-09,2024-07-01,6100.0,sales & marketing,Sales & Marketing,Marketing,CC200,Wilson Ltd,8138.06,DR,SaaS US,Reclass
GL0001705,2024-07-25,2024-07-01,1010.0,cash,Cash,Unknown,CC200,"Duarte, Adams and Jones",-19781.5,CR,SaaS US,Payroll
GL0001706,2024-07-18,2024-07-01,6100.0,sales & marketing,Sales & Marketing,Marketing,CC200,Mccullough and Sons,-20743.21,CR,SaaS HoldCo,Contractor costs
GL0001707,2024-07-06,2024-07-01,5000.0,cost of service,COGS,Unknown,CC400,"Dominguez, Rivera and Terry",20831.36,DR,SaaS US,Reclass
GL0001708,2024-07-23,2024-07-01,6300.0,g&a,G&A,Sales,CC400,Williams-Vega,15855.86,DR,SaaS US,Google Ads
GL0001709,2024-07-24,2024-07-01,6200.0,r&d,R&D,Engineering,CC100,Warren-Johnson,-12111.38,CR,SaaS HoldCo,AWS hosting
GL0001710,2024-07-02,2024-07-01,5000.0,cost of service,COGS,Marketing,CC100,Combs-Jones,6462.68,DR,SaaS US,Payroll
GL0001711,2024-08-11,2024-08-01,6100.0,sales & marketing,Sales & Marketing,Sales,Unknown,Reynolds Ltd,19692.73,DR,SaaS HoldCo,Payroll
GL0001712,2024-08-22,2024-08-01,6100.0,sales and marketing,Sales & Marketing,Unknown,CC300,"Wood, Koch and Conrad",14224.01,DR,SaaS US,Google Ads
GL0001713,2024-08-07,2024-08-01,6100.0,sales & marketing,Sales & Marketing,Sales,Unknown,Walsh-Hernandez,5988.71,DR,SaaS US,Software tools
GL0001714,2024-08-01,2024-08-01,6100.0,sales and marketing,Sales & Marketing,Sales,Unknown,"Johnson, Lopez and Kerr",-9069.23,,SaaS Canada,Software tools
GL0001715,2024-08-25,2024-08-01,6100.0,sales & marketing,Sales & Marketing,Finance,Unknown,Unknown,20140.89,DR,SaaS Canada,Google Ads
GL0001716,2024-08-14,2024-08-01,6200.0,r&d,R&D,Finance,Unknown,Unknown,6037.0,DR,SaaS HoldCo,AWS hosting
GL0001717,2024-08-22,2024-08-01,6300.0,g&a,G&A,Finance,CC100,Salazar-Freeman,14575.54,DR,SaaS US,Unknown
GL0001718,2024-08-21,2024-08-01,6100.0,sales and marketing,Sales & Marketing,Unknown,CC400,"Taylor, Evans and Delacruz",9451.55,DR,SaaS HoldCo,Software tools
GL0001719,2024-08-24,2024-08-01,6100.0,s&m,Sales & Marketing,Unknown,Unknown,Martin-Cole,-13553.76,CR,SaaS Canada,AWS hosting
GL0001720,2024-08-16,2024-08-01,5000.0,cost of service,COGS,Marketing,CC300,Becker-Alexander,20041.2,DR,SaaS HoldCo,Payroll
GL0001721,2024-08-25,2024-08-01,6100.0,sales and marketing,Sales & Marketing,Finance,CC200,Townsend PLC,10082.83,DR,SaaS US,Contractor costs
GL0001722,2024-08-18,2024-08-01,6100.0,sales and marketing,Sales & Marketing,Unknown,Unknown,Collins-Mccarthy,13968.73,DR,SaaS US,Contractor costs
GL0001723,2024-08-16,2024-08-01,6100.0,s&m,Sales & Marketing,Operations,CC400,Copeland Ltd,3162.26,DR,SaaS Canada,Unknown
GL0001724,2024-08-27,2024-08-01,6100.0,sales and marketing,Sales & Marketing,Unknown,Unknown,Bennett Ltd,-23315.33,CR,SaaS Canada,Unknown
GL0001725,2024-08-09,2024-08-01,1010.0,cash,Cash,Unknown,CC100,"Davies, Hall and Stanley",17080.19,DR,SaaS US,Payroll
GL0001726,2024-08-09,2024-08-01,1010.0,cash,Cash,Marketing,Unknown,Bradley-Jones,3050.89,DR,SaaS HoldCo,Reclass
GL0001727,2024-08-06,2024-08-01,6100.0,s&m,Sales & Marketing,Finance,Unknown,Miller-Barr,10450.25,DR,SaaS HoldCo,AWS hosting
GL0001728,2024-08-01,2024-08-01,6100.0,s&m,Sales & Marketing,Finance,Unknown,"Watts, Roberts and Hoffman",20261.41,DR,SaaS Canada,Software tools
GL0001729,2024-08-02,2024-08-01,6200.0,r&d,R&D,Marketing,Unknown,Garrett-Ford,-9487.06,CR,SaaS HoldCo,AWS hosting
GL0001730,2024-08-27,2024-08-01,5000.0,cost of service,COGS,Finance,Unknown,Miller-Bennett,6309.85,DR,SaaS US,Software tools
GL0001731,2024-08-21,2024-08-01,6100.0,sales and marketing,Sales & Marketing,Operations,Unknown,"Strickland, King and Richard",-7737.81,CR,SaaS Canada,Payroll
GL0001732,2024-08-13,2024-08-01,9999.0,misc expense,Other,Unknown,CC200,Lambert Group,-19763.87,CR,SaaS US,Unknown
GL0001733,2024-08-18,2024-08-01,6200.0,r&d,R&D,Marketing,CC200,"Williamson, Jackson and Boyer",6241.64,DR,SaaS HoldCo,Unknown
GL0001734,2024-08-08,2024-08-01,5000.0,cost of service,COGS,Engineering,CC100,Gallagher LLC,12995.61,DR,SaaS US,Contractor costs
GL0001735,2024-08-09,2024-08-01,6200.0,research and development,R&D,Sales,Unknown,Carr-Rosales,-22820.18,CR,SaaS Canada,Payroll
GL0001736,2024-08-18,2024-08-01,6200.0,research and development,R&D,Operations,CC100,"White, Howard and Rodriguez",-12478.53,CR,SaaS Canada,AWS hosting
GL0001737,2024-08-05,2024-08-01,6300.0,g&a,G&A,Unknown,Unknown,Allen-Stephenson,3459.87,DR,SaaS Canada,Reclass
GL0001738,2024-08-22,2024-08-01,5000.0,cost of service,COGS,Operations,CC100,Smith Inc,-21199.26,CR,SaaS US,Refund
GL0001739,2024-08-17,2024-08-01,6100.0,sales & marketing,Sales & Marketing,Engineering,Unknown,"Doyle, Simmons and Padilla",2676.09,DR,SaaS Canada,Refund
GL0001740,2024-08-25,2024-08-01,1010.0,cash,Cash,Engineering,CC400,Cochran-Walker,3876.76,DR,SaaS US,Contractor costs
GL0001741,2024-08-12,2024-08-01,6300.0,general and administrative,G&A,Unknown,CC400,Hughes LLC,-11620.27,CR,SaaS US,AWS hosting
GL0001742,2024-08-13,2024-08-01,5000.0,cost of service,COGS,Sales,Unknown,"Graham, Wiley and Rhodes",7825.46,DR,SaaS HoldCo,AWS hosting
GL0001743,2024-08-09,2024-08-01,Unknown,cost of service,COGS,Marketing,Unknown,Turner-Brown,13960.34,DR,SaaS US,Unknown
GL0001744,2024-08-11,2024-08-01,9999.0,misc expense,Other,Unknown,CC300,Miles and Sons,-5831.55,CR,SaaS HoldCo,Reclass
GL0001745,2024-08-19,2024-08-01,1010.0,cash,Cash,Operations,CC100,"Dougherty, Wright and Anderson",-2474.31,CR,SaaS Canada,Contractor costs
GL0001746,2024-08-11,2024-08-01,6100.0,s&m,Sales & Marketing,Finance,Unknown,Adams Inc,6002.88,DR,SaaS HoldCo,AWS hosting
GL0001747,2024-08-09,2024-08-01,6100.0,sales & marketing,Sales & Marketing,Engineering,CC200,Unknown,24821.65,DR,SaaS US,Payroll
GL0001748,2024-08-12,2024-08-01,6100.0,sales & marketing,Sales & Marketing,Engineering,CC200,"Clark, Diaz and Hall",21580.13,CR,SaaS US,Refund
GL0001749,2024-08-08,2024-08-01,6200.0,r&d,R&D,Marketing,CC400,Mendez Group,23554.79,DR,SaaS US,Refund
GL0001750,2024-08-01,2024-08-01,6200.0,r&d,R&D,Unknown,CC100,Johnson-Daniel,9988.78,DR,SaaS US,Software tools
GL0001751,2024-08-22,2024-08-01,6200.0,r&d,R&D,Sales,Unknown,"Hudson, Williams and Bennett",3931.58,DR,SaaS HoldCo,Payroll
GL0001752,2024-08-03,2024-08-01,6300.0,g&a,G&A,Unknown,CC200,Padilla and Sons,4006.26,DR,SaaS US,Reclass
GL0001753,2024-08-04,2024-08-01,5000.0,cost of service,COGS,Marketing,Unknown,Scott-Joseph,24738.31,DR,SaaS US,AWS hosting
GL0001754,2024-08-12,2024-08-01,Unknown,sales and marketing,Sales & Marketing,Unknown,Unknown,Ruiz LLC,10492.83,DR,SaaS HoldCo,Refund
GL0001755,2024-08-21,2024-08-01,6300.0,g&a,G&A,Unknown,CC300,"Evans, Sparks and Elliott",1409.21,DR,SaaS US,Software tools
GL0001756,2024-08-13,2024-08-01,6200.0,r&d,R&D,Unknown,Unknown,Wagner-Parsons,-20725.65,,SaaS US,Software tools
GL0001757,2024-08-16,2024-08-01,5000.0,cost of service,COGS,Operations,Unknown,"Blackwell, Castro and Gomez",20677.35,CR,SaaS HoldCo,Contractor costs
GL0001758,2024-08-02,2024-08-01,5000.0,cost of service,COGS,Engineering,Unknown,Warren-Hensley,16931.3,DR,SaaS Canada,Software tools
GL0001759,2024-08-01,2024-08-01,1010.0,cash,Cash,Operations,Unknown,Gonzalez Inc,-7974.26,CR,SaaS Canada,Software tools
GL0001760,2024-08-25,2024-08-01,6100.0,sales & marketing,Sales & Marketing,Unknown,Unknown,Farley-Smith,16507.84,DR,SaaS HoldCo,Software tools
GL0001761,2024-08-11,2024-08-01,6100.0,s&m,Sales & Marketing,Engineering,CC200,Bryan Ltd,-23110.59,CR,SaaS US,Unknown
GL0001762,2024-08-24,2024-08-01,9999.0,misc expense,Other,Sales,Unknown,Yoder-Marshall,17987.01,DR,SaaS HoldCo,Google Ads
GL0001763,2024-08-08,2024-08-01,5000.0,cost of service,COGS,Unknown,Unknown,Schmidt Ltd,-15980.35,CR,SaaS US,Refund
GL0001764,2024-08-12,2024-08-01,6300.0,g&a,G&A,Finance,CC300,Schwartz LLC,-8841.05,CR,SaaS US,Unknown
GL0001765,2024-08-21,2024-08-01,6300.0,g&a,G&A,Sales,CC300,Johnson-Walker,-10306.69,CR,SaaS US,Contractor costs
GL0001766,2024-08-04,2024-08-01,6100.0,s&m,Sales & Marketing,Sales,CC300,Harper-Walker,23940.09,DR,SaaS HoldCo,Unknown
GL0001767,2024-08-08,2024-08-01,6200.0,research and development,R&D,Finance,Unknown,"Woods, Shelton and Lee",-16254.94,CR,SaaS US,Software tools
GL0001768,2024-08-17,2024-08-01,5000.0,cost of service,COGS,Finance,CC300,Lee-Porter,4254.59,DR,SaaS US,Unknown
GL0001769,2024-08-15,2024-08-01,5000.0,cost of service,COGS,Finance,CC400,Day-Murphy,19802.45,DR,SaaS Canada,Reclass
GL0001770,2024-08-16,2024-08-01,6200.0,r&d,R&D,Operations,Unknown,Lloyd Inc,3776.19,DR,SaaS US,Google Ads
GL0001771,2024-08-10,2024-08-01,Unknown,misc expense,Other,Marketing,CC100,"English, Roth and Morris",16602.65,DR,SaaS HoldCo,Payroll
GL0001772,2024-08-14,2024-08-01,6300.0,g&a,G&A,Marketing,CC100,Noble Group,-21891.0,CR,SaaS US,Payroll
GL0001773,2024-08-08,2024-08-01,5000.0,cost of service,COGS,Operations,CC400,"Silva, Hamilton and Shelton",24064.89,,SaaS Canada,AWS hosting
GL0001774,2024-08-15,2024-08-01,6200.0,research and development,R&D,Marketing,CC200,"Key, Wilson and Patel",-21167.83,,SaaS HoldCo,Reclass
GL0001775,2024-08-11,2024-08-01,6100.0,sales and marketing,Sales & Marketing,Marketing,CC300,"Miller, Johnson and Gates",-5199.72,CR,SaaS HoldCo,Reclass
GL0001776,2024-08-09,2024-08-01,6300.0,general and administrative,G&A,Operations,CC400,Holt-Hess,-1128.31,CR,SaaS US,Contractor costs
GL0001777,2024-08-22,2024-08-01,9999.0,misc expense,Other,Engineering,CC300,Reyes-Reynolds,-9017.88,CR,SaaS US,Contractor costs
GL0001778,2024-08-27,2024-08-01,1010.0,cash,Cash,Unknown,CC400,King-Peterson,22131.0,DR,SaaS US,Payroll
GL0001779,2024-08-16,2024-08-01,5000.0,cost of service,COGS,Sales,CC300,"Cobb, Bolton and Miller",-23243.28,,SaaS Canada,AWS hosting
GL0001780,2024-08-24,2024-08-01,5000.0,cost of service,COGS,Operations,CC100,Stone-Smith,4199.61,DR,SaaS US,Unknown
GL0001781,2024-08-18,2024-08-01,5000.0,cost of service,COGS,Sales,Unknown,"Hodge, Rosales and Thomas",3305.25,DR,SaaS US,Payroll
GL0001782,2024-08-05,2024-08-01,6200.0,research and development,R&D,Unknown,CC300,"Ruiz, Baker and Rivera",11410.56,DR,SaaS US,Unknown
GL0001783,2024-08-11,2024-08-01,6200.0,research and development,R&D,Sales,CC200,"Logan, Cook and Marshall",-16466.46,CR,SaaS US,Reclass
GL0001784,2024-08-06,2024-08-01,5000.0,cost of service,COGS,Sales,Unknown,"Roy, Anderson and Cisneros",-23105.26,CR,SaaS HoldCo,AWS hosting
GL0001785,2024-08-15,2024-08-01,6300.0,general and administrative,G&A,Unknown,Unknown,"Davis, Lynch and Johnson",18187.89,DR,SaaS US,Reclass
GL0001786,2024-08-21,2024-08-01,6200.0,r&d,R&D,Sales,CC200,Brandt LLC,-15794.56,CR,SaaS Canada,Unknown
GL0001787,2024-08-13,2024-08-01,1010.0,cash,Cash,Unknown,CC400,"Logan, Martin and Smith",13562.53,DR,SaaS HoldCo,AWS hosting
GL0001788,2024-08-06,2024-08-01,6100.0,sales and marketing,Sales & Marketing,Finance,CC200,"Simmons, Lyons and Thompson",13779.52,DR,SaaS HoldCo,Software tools
GL0001789,2024-08-12,2024-08-01,9999.0,misc expense,Other,Unknown,CC100,Warren PLC,-17559.84,CR,SaaS US,AWS hosting
GL0001790,2024-08-11,2024-08-01,6100.0,sales & marketing,Sales & Marketing,Engineering,CC300,Allen and Sons,5076.07,DR,SaaS Canada,Refund
GL0001791,2024-08-02,2024-08-01,6100.0,sales and marketing,Sales & Marketing,Finance,CC300,Vaughn Group,-3244.31,CR,SaaS US,Payroll
GL0001792,2024-08-11,2024-08-01,6100.0,sales & marketing,Sales & Marketing,Operations,CC200,Hicks-Sanchez,18948.57,DR,SaaS Canada,AWS hosting
GL0001793,2024-08-01,2024-08-01,5000.0,cost of service,COGS,Operations,CC400,"Lyons, Valentine and Wilson",20032.95,DR,SaaS HoldCo,Unknown
GL0001794,2024-08-02,2024-08-01,6300.0,general and administrative,G&A,Unknown,CC300,"Mccoy, White and Watson",22892.27,DR,SaaS Canada,Reclass
GL0001795,2024-08-19,2024-08-01,6100.0,sales & marketing,Sales & Marketing,Unknown,CC300,Booker-Smith,5220.38,DR,SaaS US,Software tools
GL0001796,2024-08-03,2024-08-01,6300.0,g&a,G&A,Unknown,CC400,Morgan-Alvarez,2725.49,DR,SaaS Canada,Software tools
GL0001797,2024-08-12,2024-08-01,6300.0,general and administrative,G&A,Engineering,Unknown,Meyers-Tran,14952.25,DR,SaaS HoldCo,Software tools
GL0001798,2024-08-08,2024-08-01,6300.0,g&a,G&A,Marketing,CC200,"White, Ellison and Gomez",-6890.93,CR,SaaS HoldCo,Google Ads
GL0001799,2024-08-03,2024-08-01,5000.0,cost of service,COGS,Unknown,Unknown,"Hudson, Pena and Gonzalez",10945.76,DR,SaaS HoldCo,AWS hosting
GL0001800,2024-08-02,2024-08-01,5000.0,cost of service,COGS,Operations,CC100,Rodriguez Inc,-22614.89,DR,SaaS US,Contractor costs
GL0001801,2024-09-16,2024-09-01,6200.0,r&d,R&D,Unknown,CC200,Henry-Harris,8097.77,DR,SaaS HoldCo,Payroll
GL0001802,2024-09-15,2024-09-01,5000.0,cost of service,COGS,Unknown,CC200,"Brown, Berger and Rivers",-18282.67,CR,SaaS Canada,Refund
GL0001803,2024-09-15,2024-09-01,6300.0,g&a,G&A,Unknown,CC400,Hayes-Hill,4458.04,DR,SaaS US,Contractor costs
GL0001804,2024-09-02,2024-09-01,9999.0,misc expense,Other,Sales,Unknown,"Compton, Green and Mann",-13674.57,CR,SaaS US,Google Ads
GL0001805,2024-09-06,2024-09-01,6100.0,sales and marketing,Sales & Marketing,Engineering,CC100,"Jensen, Scott and Perez",9481.12,DR,SaaS HoldCo,AWS hosting
GL0001806,2024-09-12,2024-09-01,6200.0,research and development,R&D,Engineering,CC100,Jones and Sons,1719.99,DR,SaaS US,Payroll
GL0001807,2024-09-14,2024-09-01,6200.0,r&d,R&D,Unknown,CC400,"Taylor, Mathis and Marshall",-20938.71,CR,SaaS HoldCo,Software tools
GL0001808,2024-09-01,2024-09-01,6200.0,research and development,R&D,Unknown,CC100,Alvarez-Davis,1267.3,DR,SaaS HoldCo,Contractor costs
GL0001809,2024-09-22,2024-09-01,6200.0,research and development,R&D,Unknown,CC200,Brooks-Miller,-19492.78,CR,SaaS Canada,Reclass
GL0001810,2024-09-13,2024-09-01,6300.0,g&a,G&A,Unknown,Unknown,Bell PLC,11435.28,DR,SaaS US,AWS hosting
GL0001811,2024-09-15,2024-09-01,6200.0,research and development,R&D,Operations,CC300,Thompson and Sons,-17368.17,CR,SaaS Canada,Software tools
GL0001812,2024-09-13,2024-09-01,6200.0,research and development,R&D,Sales,CC400,"Potter, Ramsey and Berry",19298.58,DR,SaaS HoldCo,Contractor costs
GL0001813,2024-09-03,2024-09-01,5000.0,cost of service,COGS,Operations,CC200,"Bartlett, Kemp and Estrada",16399.47,DR,SaaS US,Unknown
GL0001814,2024-09-21,2024-09-01,5000.0,cost of service,COGS,Unknown,Unknown,"Baker, Alexander and Holland",8719.64,DR,SaaS US,AWS hosting
GL0001815,2024-09-26,2024-09-01,6100.0,s&m,Sales & Marketing,Unknown,CC200,"Ward, Fisher and Thompson",10994.99,DR,SaaS HoldCo,Google Ads
GL0001816,2024-09-06,2024-09-01,6100.0,sales and marketing,Sales & Marketing,Operations,CC100,Key-Sanders,22024.55,DR,SaaS US,Unknown
GL0001817,2024-09-15,2024-09-01,Unknown,research and development,R&D,Unknown,Unknown,"Webb, Campbell and Arnold",-12028.77,CR,SaaS Canada,Reclass
GL0001818,2024-09-15,2024-09-01,1010.0,cash,Cash,Engineering,CC200,"Stone, James and Adams",4780.96,DR,SaaS US,Payroll
GL0001819,2024-09-24,2024-09-01,9999.0,misc expense,Other,Operations,CC100,Flores-Sellers,-22916.06,CR,SaaS US,Google Ads
GL0001820,2024-09-24,2024-09-01,6200.0,r&d,R&D,Unknown,Unknown,"Vaughn, Carter and Myers",12681.21,DR,SaaS HoldCo,Unknown
GL0001821,2024-09-27,2024-09-01,6200.0,research and development,R&D,Unknown,CC200,Hinton-Johnson,14641.13,DR,SaaS Canada,Unknown
GL0001822,2024-09-14,2024-09-01,6100.0,sales & marketing,Sales & Marketing,Engineering,Unknown,Beck Inc,-24762.35,CR,SaaS HoldCo,Unknown
GL0001823,2024-09-02,2024-09-01,6100.0,sales & marketing,Sales & Marketing,Engineering,Unknown,Norris-Hinton,17614.29,DR,SaaS US,Unknown
GL0001824,2024-09-01,2024-09-01,6300.0,general and administrative,G&A,Unknown,CC200,Phillips-Miller,16496.6,DR,SaaS US,Software tools
GL0001825,2024-09-03,2024-09-01,6200.0,r&d,R&D,Operations,CC400,Unknown,16904.49,DR,SaaS Canada,Software tools
GL0001826,2024-09-02,2024-09-01,6200.0,r&d,R&D,Operations,CC200,Smith Inc,14257.85,,SaaS Canada,Unknown
GL0001827,2024-09-19,2024-09-01,1010.0,cash,Cash,Marketing,CC200,"Watkins, Greene and Miller",13130.21,DR,SaaS Canada,Refund
GL0001828,2024-09-27,2024-09-01,6300.0,general and administrative,G&A,Marketing,Unknown,Silva-Hoover,-22482.44,CR,SaaS US,AWS hosting
GL0001829,2024-09-14,2024-09-01,6300.0,general and administrative,G&A,Sales,CC300,"Merritt, Hamilton and Alvarez",-20459.01,CR,SaaS Canada,Software tools
GL0001830,2024-09-01,2024-09-01,1010.0,cash,Cash,Operations,CC100,Wall Ltd,10474.26,DR,SaaS HoldCo,Unknown
GL0001831,2024-09-24,2024-09-01,5000.0,cost of service,COGS,Sales,CC300,"Jones, Thompson and Moore",13413.37,DR,SaaS US,Reclass
GL0001832,2024-09-01,2024-09-01,5000.0,cost of service,COGS,Sales,CC100,Green-Gallegos,-18278.69,CR,SaaS US,Refund
GL0001833,2024-09-12,2024-09-01,6100.0,sales & marketing,Sales & Marketing,Marketing,Unknown,Herring Group,-6992.22,CR,SaaS US,Unknown
GL0001834,2024-09-23,2024-09-01,5000.0,cost of service,COGS,Operations,CC200,Webb PLC,16063.19,DR,SaaS HoldCo,AWS hosting
GL0001835,2024-09-05,2024-09-01,6200.0,r&d,R&D,Unknown,CC400,Hendricks and Sons,-6392.6,CR,SaaS HoldCo,Google Ads
GL0001836,2024-09-26,2024-09-01,6100.0,sales and marketing,Sales & Marketing,Marketing,CC200,"Smith, Bryant and Mccarthy",1827.75,DR,SaaS US,Contractor costs
GL0001837,2024-09-26,2024-09-01,5000.0,cost of service,COGS,Unknown,Unknown,Smith Inc,-10690.41,,SaaS US,Reclass
GL0001838,2024-09-20,2024-09-01,6300.0,general and administrative,G&A,Sales,Unknown,Fuentes Inc,11923.92,DR,SaaS US,AWS hosting
GL0001839,2024-09-23,2024-09-01,6200.0,research and development,R&D,Unknown,CC200,Davis and Sons,22708.1,DR,SaaS US,Refund
GL0001840,2024-09-10,2024-09-01,5000.0,cost of service,COGS,Sales,CC200,Hicks LLC,18906.46,DR,SaaS US,Unknown
GL0001841,2024-09-15,2024-09-01,5000.0,cost of service,COGS,Unknown,Unknown,Hamilton Group,-10836.16,CR,SaaS HoldCo,Software tools
GL0001842,2024-09-18,2024-09-01,6100.0,sales and marketing,Sales & Marketing,Unknown,CC200,Jones-Oneal,20550.74,DR,SaaS US,Unknown
GL0001843,2024-09-20,2024-09-01,9999.0,misc expense,Other,Marketing,CC200,Neal PLC,12452.85,DR,SaaS Canada,Software tools
GL0001844,2024-09-22,2024-09-01,5000.0,cost of service,COGS,Finance,Unknown,Cook Group,15134.6,DR,SaaS Canada,Unknown
GL0001845,2024-09-26,2024-09-01,6200.0,research and development,R&D,Finance,CC100,Fox-Warner,21606.79,DR,SaaS US,Google Ads
GL0001846,2024-09-04,2024-09-01,6200.0,r&d,R&D,Unknown,CC200,Richardson Ltd,22983.87,DR,SaaS Canada,Contractor costs
GL0001847,2024-09-11,2024-09-01,6100.0,sales and marketing,Sales & Marketing,Sales,CC200,"Morgan, Miller and Fields",-11708.31,CR,SaaS HoldCo,Reclass
GL0001848,2024-09-19,2024-09-01,6200.0,research and development,R&D,Marketing,CC300,"Petersen, Smith and Richardson",12421.04,CR,SaaS Canada,Google Ads
GL0001849,2024-09-12,2024-09-01,5000.0,cost of service,COGS,Unknown,CC200,Lucas-Nguyen,18226.56,DR,SaaS US,Payroll
GL0001850,2024-09-24,2024-09-01,1010.0,cash,Cash,Marketing,Unknown,Bishop PLC,21167.05,DR,SaaS Canada,Unknown
GL0001851,2024-09-19,2024-09-01,6200.0,research and development,R&D,Operations,CC400,Pitts-Jimenez,17371.7,DR,SaaS HoldCo,Contractor costs
GL0001852,2024-09-20,2024-09-01,6100.0,sales & marketing,Sales & Marketing,Finance,CC100,"Hughes, Lewis and Russell",-5375.9,CR,SaaS US,Refund
GL0001853,2024-09-08,2024-09-01,5000.0,cost of service,COGS,Engineering,Unknown,Rivera-Ortiz,19816.46,DR,SaaS US,Payroll
GL0001854,2024-09-19,2024-09-01,6100.0,s&m,Sales & Marketing,Unknown,CC400,Garcia Inc,7822.45,DR,SaaS US,AWS hosting
GL0001855,2024-09-21,2024-09-01,9999.0,misc expense,Other,Unknown,CC400,Parrish-Martinez,20266.37,DR,SaaS HoldCo,Contractor costs
GL0001856,2024-09-18,2024-09-01,9999.0,misc expense,Other,Operations,CC200,"Velazquez, Myers and Chambers",6608.9,DR,SaaS US,Contractor costs
GL0001857,2024-09-15,2024-09-01,5000.0,cost of service,COGS,Unknown,CC200,Oneill and Sons,5504.34,DR,SaaS US,Software tools
GL0001858,2024-09-02,2024-09-01,5000.0,cost of service,COGS,Sales,CC300,"Johnston, Mitchell and White",-19734.99,CR,SaaS US,Software tools
GL0001859,2024-09-26,2024-09-01,6100.0,sales and marketing,Sales & Marketing,Finance,CC400,"Ruiz, Harmon and Jefferson",13461.92,DR,SaaS Canada,AWS hosting
GL0001860,2024-09-25,2024-09-01,9999.0,misc expense,Other,Unknown,CC300,"King, Mcgee and Jones",-22123.09,CR,SaaS HoldCo,Contractor costs
GL0001861,2024-09-15,2024-09-01,6100.0,sales & marketing,Sales & Marketing,Sales,CC200,Watkins-Medina,-16425.0,CR,SaaS US,AWS hosting
GL0001862,2024-09-26,2024-09-01,6200.0,research and development,R&D,Unknown,CC100,Hernandez-Johnson,-15820.11,CR,SaaS US,Payroll
GL0001863,2024-09-08,2024-09-01,6100.0,sales & marketing,Sales & Marketing,Unknown,Unknown,Velez PLC,16136.8,DR,SaaS Canada,Google Ads
GL0001864,2024-09-19,2024-09-01,6100.0,sales and marketing,Sales & Marketing,Engineering,CC400,"Dodson, Black and Ferguson",15388.13,DR,SaaS Canada,Payroll
GL0001865,2024-09-22,2024-09-01,6200.0,research and development,R&D,Finance,CC100,"Rosario, Hess and Miller",-6228.17,CR,SaaS Canada,Contractor costs
GL0001866,2024-09-22,2024-09-01,6100.0,sales & marketing,Sales & Marketing,Marketing,CC300,Evans LLC,4019.23,DR,SaaS US,Unknown
GL0001867,2024-09-10,2024-09-01,6100.0,s&m,Sales & Marketing,Operations,CC100,Jones-Conway,-2687.6,CR,SaaS HoldCo,Reclass
GL0001868,2024-09-10,2024-09-01,5000.0,cost of service,COGS,Marketing,Unknown,Rodriguez and Sons,15054.08,DR,SaaS Canada,Contractor costs
GL0001869,2024-09-25,2024-09-01,1010.0,cash,Cash,Marketing,CC200,Brown-Harris,10090.74,DR,SaaS HoldCo,Refund
GL0001870,2024-09-11,2024-09-01,1010.0,cash,Cash,Unknown,Unknown,Fuller Inc,16973.49,DR,SaaS US,Contractor costs
GL0001871,2024-09-09,2024-09-01,5000.0,cost of service,COGS,Sales,CC100,Thomas and Sons,-13928.37,CR,SaaS HoldCo,Unknown
GL0001872,2024-09-27,2024-09-01,Unknown,cash,Cash,Unknown,CC200,"Martinez, Benson and Mercado",18900.02,DR,SaaS HoldCo,Unknown
GL0001873,2024-09-04,2024-09-01,5000.0,cost of service,COGS,Unknown,Unknown,"Cooper, Sheppard and Wilson",15120.85,DR,SaaS Canada,Google Ads
GL0001874,2024-09-11,2024-09-01,6100.0,sales & marketing,Sales & Marketing,Unknown,Unknown,Best Group,23130.61,DR,SaaS US,Reclass
GL0001875,2024-09-18,2024-09-01,5000.0,cost of service,COGS,Finance,CC100,Hernandez LLC,-11044.41,CR,SaaS US,Software tools
GL0001876,2024-09-14,2024-09-01,6100.0,sales and marketing,Sales & Marketing,Engineering,CC400,"Anderson, Higgins and Pearson",-8324.97,DR,SaaS Canada,Refund
GL0001877,2024-09-25,2024-09-01,6300.0,g&a,G&A,Unknown,CC400,Alvarez-Martinez,24572.85,DR,SaaS US,Software tools
GL0001878,2024-09-09,2024-09-01,9999.0,misc expense,Other,Unknown,CC400,Unknown,19550.48,DR,SaaS US,Refund
GL0001879,2024-09-18,2024-09-01,6100.0,sales & marketing,Sales & Marketing,Operations,CC400,Cline Inc,15062.43,DR,SaaS HoldCo,Google Ads
